experiment,model,item,score,score_top_n,category
GABS scale,LFM2-2.6B,12,3.748451943786659,4.0,
GABS scale,LFM2-2.6B,13,3.0208417480839556,3.570876363122909,
GABS scale,LFM2-2.6B,14,3.601664755692858,3.9412414224265166,
GABS scale,LFM2-2.6B,15,3.5480440057714726,3.9720134829034306,
GABS scale,LFM2-2.6B,16,3.793542201835547,3.97515603272688,
GABS scale,LFM2-8B-A1B,1,1.521678907107372,1.0,
GABS scale,LFM2-8B-A1B,2,3.438264760563379,3.5924923402517694,
GABS scale,LFM2-8B-A1B,3,3.6826811375935518,3.750234153674326,
GABS scale,LFM2-8B-A1B,4,3.5894198663354997,3.701234794292036,
GABS scale,LFM2-8B-A1B,5,3.2537243189437435,3.7783390454354002,
GABS scale,LFM2-8B-A1B,6,2.828012796792642,3.4326713971801817,
GABS scale,LFM2-8B-A1B,7,3.2391585801881297,3.868411293778727,
GABS scale,LFM2-8B-A1B,8,3.532190613965592,3.831935498818766,
GABS scale,LFM2-8B-A1B,9,3.6162449535877457,4.0,
GABS scale,LFM2-8B-A1B,10,3.4704942025968473,3.8627596197446232,
GABS scale,LFM2-8B-A1B,11,2.4494421314310757,3.2102930396544855,
GABS scale,LFM2-8B-A1B,12,3.7989079827453796,4.0,
GABS scale,LFM2-8B-A1B,13,2.639033340712834,3.1931405556451575,
GABS scale,LFM2-8B-A1B,14,3.5679447828000486,3.892097129014998,
GABS scale,LFM2-8B-A1B,15,3.3125756567328337,3.765321063246986,
GABS scale,LFM2-8B-A1B,16,3.701592249929574,3.956613627548962,
GABS scale,Llama-3.1-70B-Instruct,1,1.4630275601174536,1.0,
GABS scale,Llama-3.1-70B-Instruct,2,3.3102234760271,4.0,
GABS scale,Llama-3.1-70B-Instruct,3,3.7232228260851508,3.9077785328987504,
GABS scale,Llama-3.1-70B-Instruct,4,3.690736682053437,4.0,
GABS scale,Llama-3.1-70B-Instruct,5,3.2934273266762686,3.720954391863453,
GABS scale,Llama-3.1-70B-Instruct,6,2.969579448004392,3.674032334424215,
GABS scale,Llama-3.1-70B-Instruct,7,3.1801123336903174,3.3963866119437096,
GABS scale,Llama-3.1-70B-Instruct,8,3.6453349568568623,3.8709019427378673,
GABS scale,Llama-3.1-70B-Instruct,9,3.7002300816167653,3.8352340773647775,
GABS scale,Llama-3.1-70B-Instruct,10,3.650863520276509,4.0,
GABS scale,Llama-3.1-70B-Instruct,11,2.3396928731349957,2.4220856948363463,
GABS scale,Llama-3.1-70B-Instruct,12,3.8673778462553243,4.0,
GABS scale,Llama-3.1-70B-Instruct,13,2.7710880524903994,2.7680055949095212,
GABS scale,Llama-3.1-70B-Instruct,14,3.677319261026594,3.768239573495943,
GABS scale,Llama-3.1-70B-Instruct,15,3.541006748242952,3.7052071991153404,
GABS scale,Llama-3.1-70B-Instruct,16,3.8139674053108306,3.9644484319141577,
GABS scale,Llama-3.1-8B-Instruct,1,1.516464830717674,1.0,
GABS scale,Llama-3.1-8B-Instruct,2,3.2944246942828053,3.4704516329510344,
GABS scale,Llama-3.1-8B-Instruct,3,3.726336960424599,4.0,
GABS scale,Llama-3.1-8B-Instruct,4,3.70061230416661,4.0,
GABS scale,Llama-3.1-8B-Instruct,5,3.2480502971876977,3.5118209526973416,
GABS scale,Llama-3.1-8B-Instruct,6,2.8261119535440833,2.93444513946669,
GABS scale,Llama-3.1-8B-Instruct,7,3.1860135282087025,3.5850104326245034,
GABS scale,Llama-3.1-8B-Instruct,8,3.5639186490950276,3.9247668022099633,
GABS scale,Llama-3.1-8B-Instruct,9,3.6335378118485626,3.88650641306406,
GABS scale,Llama-3.1-8B-Instruct,10,3.5045935144967535,3.7856768317984053,
GABS scale,Llama-3.1-8B-Instruct,11,2.3203037461814264,2.291283446176599,
GABS scale,Llama-3.1-8B-Instruct,12,3.7987734634565915,4.0,
GABS scale,Llama-3.1-8B-Instruct,13,2.6655716132819767,2.627862990075909,
GABS scale,Llama-3.1-8B-Instruct,14,3.625004680866948,3.775020134803405,
GABS scale,Llama-3.1-8B-Instruct,15,3.5163698712967895,3.8776249557325935,
GABS scale,Llama-3.1-8B-Instruct,16,3.8149862111396002,4.0,
GABS scale,Llama-3.2-1B-Instruct,1,1.6030709773889331,2.0,
GABS scale,Llama-3.2-1B-Instruct,2,3.5674468091346343,4.0,
GABS scale,Llama-3.2-1B-Instruct,3,3.8669682697587953,4.0,
GABS scale,Llama-3.2-1B-Instruct,4,3.7384540246114213,4.0,
GABS scale,Llama-3.2-1B-Instruct,5,3.155488032388018,3.8568585779386004,
GABS scale,Llama-3.2-1B-Instruct,6,2.8761230152202284,3.530941847330066,
GABS scale,Llama-3.2-1B-Instruct,7,3.3274318873426374,3.911795580103025,
GABS scale,Llama-3.2-1B-Instruct,8,3.709015573540258,3.9108077032752617,
GABS scale,Llama-3.2-1B-Instruct,9,3.7590775042307394,3.9705089819066526,
GABS scale,Llama-3.2-1B-Instruct,10,3.5838694302716987,3.878237923514622,
GABS scale,Llama-3.2-1B-Instruct,11,2.3871396075046887,2.73407872768239,
GABS scale,Llama-3.2-1B-Instruct,12,3.8889404429912173,4.0,
GABS scale,Llama-3.2-1B-Instruct,13,2.7981743873175273,3.264276150139227,
GABS scale,Llama-3.2-1B-Instruct,14,3.7268176250657725,4.0,
GABS scale,Llama-3.2-1B-Instruct,15,3.577469511836581,3.911907169331115,
GABS scale,Llama-3.2-1B-Instruct,16,3.86038561279142,3.9699247976307417,
GABS scale,Llama-3.2-3B-Instruct,1,1.4683986693681423,1.0,
GABS scale,Llama-3.2-3B-Instruct,2,3.219736840153358,4.0,
GABS scale,Llama-3.2-3B-Instruct,3,3.733853969581408,4.0,
GABS scale,Llama-3.2-3B-Instruct,4,3.6719564810371033,3.9679008290782996,
GABS scale,Llama-3.2-3B-Instruct,5,3.0588091290188455,3.054375457716387,
GABS scale,Llama-3.2-3B-Instruct,6,2.7727885168191437,3.036946455826066,
GABS scale,Llama-3.2-3B-Instruct,7,3.0700095235696163,3.499431161040262,
GABS scale,Llama-3.2-3B-Instruct,8,3.540335867113407,3.7367634885046312,
GABS scale,Llama-3.2-3B-Instruct,9,3.624280764251527,3.8768923948873275,
GABS scale,Llama-3.2-3B-Instruct,10,3.5748063952028857,3.9420891320793365,
GABS scale,Llama-3.2-3B-Instruct,11,2.292038652299773,2.6935817667408717,
GABS scale,Llama-3.2-3B-Instruct,12,3.8334664132699388,4.0,
GABS scale,Llama-3.2-3B-Instruct,13,2.6974906412028554,2.390061889145052,
GABS scale,Llama-3.2-3B-Instruct,14,3.6144374952043266,3.473720164993688,
GABS scale,Llama-3.2-3B-Instruct,15,3.5265709115157553,3.6694607241142663,
GABS scale,Llama-3.2-3B-Instruct,16,3.837350384624816,3.968967569375119,
GABS scale,Llama-3.3-70B-Instruct,1,1.4728159288482914,1.0,
GABS scale,Llama-3.3-70B-Instruct,2,3.089596455389027,4.0,
GABS scale,Llama-3.3-70B-Instruct,3,3.575334593883385,3.9026847436241106,
GABS scale,Llama-3.3-70B-Instruct,4,3.5216424027319024,4.0,
GABS scale,Llama-3.3-70B-Instruct,5,3.0578317027660034,4.0,
GABS scale,Llama-3.3-70B-Instruct,6,2.815804428299244,3.892466200424601,
GABS scale,Llama-3.3-70B-Instruct,7,2.959686552986097,3.493357437128045,
GABS scale,Llama-3.3-70B-Instruct,8,3.431787666362314,3.9246205382713,
GABS scale,Llama-3.3-70B-Instruct,9,3.5868294021280427,3.9072719918852723,
GABS scale,Llama-3.3-70B-Instruct,10,3.4351191220733956,4.0,
GABS scale,Llama-3.3-70B-Instruct,11,2.239263250841051,2.3183751574912317,
GABS scale,Llama-3.3-70B-Instruct,12,3.7092949369950983,4.0,
GABS scale,Llama-3.3-70B-Instruct,13,2.6147366429750045,2.964175973702024,
GABS scale,Llama-3.3-70B-Instruct,14,3.569885935209706,3.8574256747722813,
GABS scale,Llama-3.3-70B-Instruct,15,3.3246607054692485,3.723126969583036,
GABS scale,Llama-3.3-70B-Instruct,16,3.685555171601236,3.9385096865897586,
GABS scale,Ministral-8B-Instruct-2410,1,1.5227809924204543,2.0,
GABS scale,Ministral-8B-Instruct-2410,2,3.077153751319071,3.0000000000000004,
GABS scale,Ministral-8B-Instruct-2410,3,3.6342494013356363,4.0,
GABS scale,Ministral-8B-Instruct-2410,4,3.545209896237696,4.0,
GABS scale,Ministral-8B-Instruct-2410,5,3.097047889402811,3.671155205049495,
GABS scale,Ministral-8B-Instruct-2410,6,2.7441355417073128,3.486274972869387,
GABS scale,Ministral-8B-Instruct-2410,7,3.074812551810171,3.9726379572251393,
GABS scale,Ministral-8B-Instruct-2410,8,3.383631597107371,3.9699159499806767,
GABS scale,Ministral-8B-Instruct-2410,9,3.5253343900634446,4.0,
GABS scale,Ministral-8B-Instruct-2410,10,3.404716568728081,4.0,
GABS scale,Ministral-8B-Instruct-2410,11,2.3629215958592122,2.77665151929049,
GABS scale,Ministral-8B-Instruct-2410,12,3.7226960064859256,4.0,
GABS scale,Ministral-8B-Instruct-2410,13,2.728349345227104,3.5400202731215593,
GABS scale,Ministral-8B-Instruct-2410,14,3.499269805882434,3.964780619177928,
GABS scale,Ministral-8B-Instruct-2410,15,3.2374705542260425,3.907265405371764,
GABS scale,Ministral-8B-Instruct-2410,16,3.6774859419004464,4.0,
GABS scale,Mistral-7B-Instruct-v0.3,1,1.5176644676548232,1.0,
GABS scale,Mistral-7B-Instruct-v0.3,2,3.372914057382155,3.166835172321106,
GABS scale,Mistral-7B-Instruct-v0.3,3,3.9196998991430987,4.0,
GABS scale,Mistral-7B-Instruct-v0.3,4,3.9346461163548256,4.0,
GABS scale,Mistral-7B-Instruct-v0.3,5,3.3672807242609486,3.240910241813034,
GABS scale,Mistral-7B-Instruct-v0.3,6,2.9229454882970574,2.878878935920158,
GABS scale,Mistral-7B-Instruct-v0.3,7,3.495117750378363,3.5900458771868253,
GABS scale,Mistral-7B-Instruct-v0.3,8,3.7554476728016115,3.8783986055407897,
GABS scale,Mistral-7B-Instruct-v0.3,9,3.8103053052449294,3.789282149664085,
GABS scale,Mistral-7B-Instruct-v0.3,10,3.839111068932626,4.0,
GABS scale,Mistral-7B-Instruct-v0.3,11,2.3879994643725975,2.322240244616716,
GABS scale,Mistral-7B-Instruct-v0.3,12,3.979244555715812,4.0,
GABS scale,Mistral-7B-Instruct-v0.3,13,2.9157297854348934,2.7980654734458343,
GABS scale,Mistral-7B-Instruct-v0.3,14,3.8728269434544704,3.939994658441885,
GABS scale,Mistral-7B-Instruct-v0.3,15,3.885231204963426,3.8793060289091095,
GABS scale,Mistral-7B-Instruct-v0.3,16,3.5525606469002695,3.48,
GABS scale,Mistral-Small-24B-Instruct-2501,1,1.4901085357253951,1.0,
GABS scale,Mistral-Small-24B-Instruct-2501,2,2.964464809028944,2.0,
GABS scale,Mistral-Small-24B-Instruct-2501,3,3.602371327776262,3.63436465710553,
GABS scale,Mistral-Small-24B-Instruct-2501,4,3.5346144087365174,4.0,
GABS scale,Mistral-Small-24B-Instruct-2501,5,2.9639765616657887,3.5351862310987396,
GABS scale,Mistral-Small-24B-Instruct-2501,6,2.666800546547461,3.3348644195164447,
GABS scale,Mistral-Small-24B-Instruct-2501,7,2.994044478368934,3.7442613462868835,
GABS scale,Mistral-Small-24B-Instruct-2501,8,3.3861765564386275,3.9711833103346,
GABS scale,Mistral-Small-24B-Instruct-2501,9,3.4717485294873094,4.0,
GABS scale,Mistral-Small-24B-Instruct-2501,10,3.4292044070824357,4.0,
GABS scale,Mistral-Small-24B-Instruct-2501,11,2.3170452160740456,2.64333313669966,
GABS scale,Mistral-Small-24B-Instruct-2501,12,3.732096250765975,4.0,
GABS scale,Mistral-Small-24B-Instruct-2501,13,2.5211524514895753,2.2985185693242616,
GABS scale,Mistral-Small-24B-Instruct-2501,14,3.5559486126084514,4.0,
GABS scale,Mistral-Small-24B-Instruct-2501,15,3.305830257966399,3.9470328845332765,
GABS scale,Mistral-Small-24B-Instruct-2501,16,3.6979881082689294,4.0,
GABS scale,OLMo-2-7B-Instruct,1,1.5112770258515638,2.0,
GABS scale,OLMo-2-7B-Instruct,2,3.148896478292069,4.0,
GABS scale,OLMo-2-7B-Instruct,3,3.6228009724432444,4.0,
GABS scale,OLMo-2-7B-Instruct,4,3.258487659699071,2.736739357761275,
GABS scale,OLMo-2-7B-Instruct,5,2.680828202294252,2.123446089441453,
GABS scale,OLMo-2-7B-Instruct,6,2.474507431016528,2.3278229325053097,
GABS scale,OLMo-2-7B-Instruct,7,3.0128853512660445,3.7924361239181885,
GABS scale,OLMo-2-7B-Instruct,8,3.186244673628731,3.5373503194640694,
GABS scale,OLMo-2-7B-Instruct,9,3.3865462838458975,3.804573644484009,
GABS scale,OLMo-2-7B-Instruct,10,3.2931548237063333,3.961627783429062,
GABS scale,OLMo-2-7B-Instruct,11,2.2218014682885867,2.2410974179825818,
GABS scale,OLMo-2-7B-Instruct,12,3.7464130916941247,4.0,
GABS scale,OLMo-2-7B-Instruct,13,2.544417758501375,2.57812476913543,
GABS scale,OLMo-2-7B-Instruct,14,3.5939753795294798,3.972106452527338,
GABS scale,OLMo-2-7B-Instruct,15,3.0017493117738305,2.7581704947804497,
GABS scale,OLMo-2-7B-Instruct,16,3.6661676085985198,4.0,
GABS scale,Phi-3-medium-128k-instruct,1,1.4300613383779583,1.0,
GABS scale,Phi-3-medium-128k-instruct,2,2.8949318807247524,3.0,
GABS scale,Phi-3-medium-128k-instruct,3,3.5332996905640144,4.0,
GABS scale,Phi-3-medium-128k-instruct,4,3.404112613499472,3.9318156470251955,
GABS scale,Phi-3-medium-128k-instruct,5,2.884282712908302,3.9455460859451734,
GABS scale,Phi-3-medium-128k-instruct,6,2.677627855457886,3.3556640870356804,
GABS scale,Phi-3-medium-128k-instruct,7,3.011489100946053,3.7789884205345,
GABS scale,Phi-3-medium-128k-instruct,8,3.383256051916069,3.920159110816598,
GABS scale,Phi-3-medium-128k-instruct,9,3.5397970570941792,3.9755215219005997,
GABS scale,Phi-3-medium-128k-instruct,10,3.4154787126727615,4.0,
GABS scale,Phi-3-medium-128k-instruct,11,2.4009239034815892,2.8179708287854246,
GABS scale,Phi-3-medium-128k-instruct,12,3.674417654620529,4.0,
GABS scale,Phi-3-medium-128k-instruct,13,2.6493024273915933,3.1351919600090543,
GABS scale,Phi-3-medium-128k-instruct,14,3.512813383650487,3.9740104058900423,
GABS scale,Phi-3-medium-128k-instruct,15,3.3477360760705217,3.9210583296594934,
GABS scale,Phi-3-medium-128k-instruct,16,3.7230779506559024,4.0,
GABS scale,Phi-3-mini-128k-instruct,1,1.559599558470053,1.0,
GABS scale,Phi-3-mini-128k-instruct,2,2.9091902044364963,3.0,
GABS scale,Phi-3-mini-128k-instruct,3,3.4913207102652337,3.303457894911017,
GABS scale,Phi-3-mini-128k-instruct,4,3.2640542618003545,2.6054677969727753,
GABS scale,Phi-3-mini-128k-instruct,5,2.7884483565909473,2.966477080515216,
GABS scale,Phi-3-mini-128k-instruct,6,2.538787860951304,2.3270942407338846,
GABS scale,Phi-3-mini-128k-instruct,7,2.8327270734366023,2.323285670385788,
GABS scale,Phi-3-mini-128k-instruct,8,3.140101852337977,2.590278256911529,
GABS scale,Phi-3-mini-128k-instruct,9,3.31982365485594,2.7149525637088834,
GABS scale,Phi-3-mini-128k-instruct,10,3.2131733273167717,3.55759960882936,
GABS scale,Phi-3-mini-128k-instruct,11,2.290770797539658,1.9143006249782133,
GABS scale,Phi-3-mini-128k-instruct,12,3.6187863764263244,4.0,
GABS scale,Phi-3-mini-128k-instruct,13,2.567895732634762,3.009888548711331,
GABS scale,Phi-3-mini-128k-instruct,14,3.319929152328977,3.1218938849479883,
GABS scale,Phi-3-mini-128k-instruct,15,3.0306089428536027,2.6898661669741077,
GABS scale,Phi-3-mini-128k-instruct,16,3.4962305774865494,3.7160066809717587,
GABS scale,Phi-3.5-mini-instruct,1,1.6827597286492424,2.0,
GABS scale,Phi-3.5-mini-instruct,2,2.8760947371482737,3.0000000000000004,
GABS scale,Phi-3.5-mini-instruct,3,3.4239910892732084,3.2583936171058854,
GABS scale,Phi-3.5-mini-instruct,4,3.191744767615209,2.8772648043778957,
GABS scale,Phi-3.5-mini-instruct,5,2.7338812685497684,2.684790800086899,
GABS scale,Phi-3.5-mini-instruct,6,2.4990655200005887,2.43108160946057,
GABS scale,Phi-3.5-mini-instruct,7,2.748067201161856,2.551702421410882,
GABS scale,Phi-3.5-mini-instruct,8,3.0467590646441294,2.708422657775799,
GABS scale,Phi-3.5-mini-instruct,9,3.179063372219486,2.750091035925886,
GABS scale,Phi-3.5-mini-instruct,10,3.1993065663108142,3.443148036224563,
GABS scale,Phi-3.5-mini-instruct,11,2.3097275680048392,2.129274718719198,
GABS scale,Phi-3.5-mini-instruct,12,3.6209813963350346,4.0,
GABS scale,Phi-3.5-mini-instruct,13,2.552138148039755,2.442473433729549,
GABS scale,Phi-3.5-mini-instruct,14,3.197120480923499,2.5922528566137286,
GABS scale,Phi-3.5-mini-instruct,15,2.9899872341894382,2.7379037053075628,
GABS scale,Phi-3.5-mini-instruct,16,3.474843825782942,3.0935942389346827,
GABS scale,Qwen2.5-1.5B-Instruct,1,1.2602489449969274,1.0,
GABS scale,Qwen2.5-1.5B-Instruct,2,3.1997153615007177,3.3273962934881585,
GABS scale,Qwen2.5-1.5B-Instruct,3,3.735744429625446,4.0,
GABS scale,Qwen2.5-1.5B-Instruct,4,3.5339210574085826,3.897542773769271,
GABS scale,Qwen2.5-1.5B-Instruct,5,2.925810839138748,2.2863865730258963,
GABS scale,Qwen2.5-1.5B-Instruct,6,2.653108129397019,3.21570578722938,
GABS scale,Qwen2.5-1.5B-Instruct,7,3.0101542197292708,3.7111499878041534,
GABS scale,Qwen2.5-1.5B-Instruct,8,3.4104677355879796,3.8670035388162893,
GABS scale,Qwen2.5-1.5B-Instruct,9,3.404503603778442,3.7007047337334633,
GABS scale,Qwen2.5-1.5B-Instruct,10,3.366256349401983,3.851423761804119,
GABS scale,Qwen2.5-1.5B-Instruct,11,2.1983847462645056,1.7093908638462756,
GABS scale,Qwen2.5-1.5B-Instruct,12,3.828895103290016,4.0,
GABS scale,Qwen2.5-1.5B-Instruct,13,2.7509617860550333,3.404574038085,
GABS scale,Qwen2.5-1.5B-Instruct,14,3.5303740064993727,4.0,
GABS scale,Qwen2.5-1.5B-Instruct,15,3.055905799753403,2.933677779550386,
GABS scale,Qwen2.5-1.5B-Instruct,16,3.5938807980103484,3.6851845136304373,
GABS scale,Qwen2.5-14B-Instruct,1,1.4122166066341617,1.0,
GABS scale,Qwen2.5-14B-Instruct,2,3.3892553116993263,3.403112036237871,
GABS scale,Qwen2.5-14B-Instruct,3,3.819134609596921,4.0,
GABS scale,Qwen2.5-14B-Instruct,4,3.759959236893396,4.0,
GABS scale,Qwen2.5-14B-Instruct,5,3.240584985428668,3.4731196854169863,
GABS scale,Qwen2.5-14B-Instruct,6,2.538639823981021,2.5627029452342183,
GABS scale,Qwen2.5-14B-Instruct,7,3.2281332794350712,3.861424391356834,
GABS scale,Qwen2.5-14B-Instruct,8,3.5399267296182444,3.95231452777238,
GABS scale,Qwen2.5-14B-Instruct,9,3.5722978694715177,3.813583849792777,
GABS scale,Qwen2.5-14B-Instruct,10,3.563642461433138,4.0,
GABS scale,Qwen2.5-14B-Instruct,11,2.3384207687544283,2.1975743364207467,
GABS scale,Qwen2.5-14B-Instruct,12,3.8517432833521155,4.0,
GABS scale,Qwen2.5-14B-Instruct,13,2.6380048386121624,2.6887865849041104,
GABS scale,Qwen2.5-14B-Instruct,14,3.713037093169428,4.0,
GABS scale,Qwen2.5-14B-Instruct,15,3.543858495777495,3.976636492130084,
GABS scale,Qwen2.5-14B-Instruct,16,3.8436706283106266,4.0,
GABS scale,Qwen2.5-32B-Instruct,1,1.3728977607674382,1.0,
GABS scale,Qwen2.5-32B-Instruct,2,3.1804966004617885,3.2876307615706533,
GABS scale,Qwen2.5-32B-Instruct,3,3.8293868414621812,4.0,
GABS scale,Qwen2.5-32B-Instruct,4,3.679780250729024,4.0,
GABS scale,Qwen2.5-32B-Instruct,5,3.1682437447191028,4.0,
GABS scale,Qwen2.5-32B-Instruct,6,2.7738399448693847,3.1324596227990043,
GABS scale,Qwen2.5-32B-Instruct,7,3.2126277240037764,3.9721500773283647,
GABS scale,Qwen2.5-32B-Instruct,8,3.5360791967723477,3.9369929567696524,
GABS scale,Qwen2.5-32B-Instruct,9,3.6089383694849,3.843491763972861,
GABS scale,Qwen2.5-32B-Instruct,10,3.5746500573172604,4.0,
GABS scale,Qwen2.5-32B-Instruct,11,2.296423158993222,2.4632835849278054,
GABS scale,Qwen2.5-32B-Instruct,12,3.84133519969744,4.0,
GABS scale,Qwen2.5-32B-Instruct,13,2.489682773482974,2.413995465488995,
GABS scale,Qwen2.5-32B-Instruct,14,3.6808208231059365,4.0,
GABS scale,Qwen2.5-32B-Instruct,15,3.4434708139532737,3.9070623344058566,
GABS scale,Qwen2.5-32B-Instruct,16,3.7825727484325666,4.0,
GABS scale,Qwen2.5-3B-Instruct,1,1.4166479912658136,1.0,
GABS scale,Qwen2.5-3B-Instruct,2,2.8438466150910586,1.8120550047894772,
GABS scale,Qwen2.5-3B-Instruct,3,3.6490558062857987,4.0,
GABS scale,Qwen2.5-3B-Instruct,4,3.5059077163456736,4.0,
GABS scale,Qwen2.5-3B-Instruct,5,2.8277943653995163,3.935774431396245,
GABS scale,Qwen2.5-3B-Instruct,6,2.6980626138877666,3.634568780118787,
GABS scale,Qwen2.5-3B-Instruct,7,3.012773669902954,3.883692777719142,
GABS scale,Qwen2.5-3B-Instruct,8,3.4458032464878654,3.9693167341066222,
GABS scale,Qwen2.5-3B-Instruct,9,3.460565747324952,3.8860529877305003,
GABS scale,Qwen2.5-3B-Instruct,10,3.2911761090177354,3.9712615987147335,
GABS scale,Qwen2.5-3B-Instruct,11,2.4018999971106094,3.16332840671166,
GABS scale,Qwen2.5-3B-Instruct,12,3.6948971600755804,4.0,
GABS scale,Qwen2.5-3B-Instruct,13,2.5844844537309526,2.7630140516253685,
GABS scale,Qwen2.5-3B-Instruct,14,3.5610919776686587,3.9706491463048383,
GABS scale,Qwen2.5-3B-Instruct,15,3.219294125428986,3.9437646477867383,
GABS scale,Qwen2.5-3B-Instruct,16,3.598037529192658,3.9252240367223057,
GABS scale,Qwen2.5-7B-Instruct,1,1.4218778226711533,1.0,
GABS scale,Qwen2.5-7B-Instruct,2,3.003111028975468,3.0000000000000004,
GABS scale,Qwen2.5-7B-Instruct,3,3.426479909360249,2.8188143354165613,
GABS scale,Qwen2.5-7B-Instruct,4,3.4896370119755833,3.9119493118977866,
GABS scale,Qwen2.5-7B-Instruct,5,2.9810004597681834,3.5228640839732965,
GABS scale,Qwen2.5-7B-Instruct,6,2.646594392576451,3.215505172374077,
GABS scale,Qwen2.5-7B-Instruct,7,2.9736974405735324,3.385521094366163,
GABS scale,Qwen2.5-7B-Instruct,8,3.3885227849977504,3.8930684178592267,
GABS scale,Qwen2.5-7B-Instruct,9,3.5152696198440254,3.7840291612985735,
GABS scale,Qwen2.5-7B-Instruct,10,3.3767738807475256,3.8844596579877093,
GABS scale,Qwen2.5-7B-Instruct,11,2.252989900431969,2.284567412313556,
GABS scale,Qwen2.5-7B-Instruct,12,3.63319858449576,3.8376765786165423,
GABS scale,Qwen2.5-7B-Instruct,13,2.532635735445467,2.652180493333343,
GABS scale,Qwen2.5-7B-Instruct,14,3.3683361010976585,3.4794462102263224,
GABS scale,Qwen2.5-7B-Instruct,15,3.0697577596068584,3.11124668568744,
GABS scale,Qwen2.5-7B-Instruct,16,3.7387834280775767,4.0,
GABS scale,Qwen3-1.7B,1,1.5594494861804944,2.0,
GABS scale,Qwen3-1.7B,2,3.2176978439924904,4.0,
GABS scale,Qwen3-1.7B,3,3.6297809209153193,4.0,
GABS scale,Qwen3-1.7B,4,3.44194925881394,3.9774127083286537,
GABS scale,Qwen3-1.7B,5,3.0191899065571777,4.0,
GABS scale,Qwen3-1.7B,6,2.6983388492430183,3.7315267627948794,
GABS scale,Qwen3-1.7B,7,2.950755821008604,3.864792269007158,
GABS scale,Qwen3-1.7B,8,3.374689884126199,3.9713854463588403,
GABS scale,Qwen3-1.7B,9,3.4762437734030267,4.0,
GABS scale,Qwen3-1.7B,10,3.3293294233187787,3.971001013305898,
GABS scale,Qwen3-1.7B,11,2.3599681046873773,2.674872108293575,
GABS scale,Qwen3-1.7B,12,3.66206437860654,4.0,
GABS scale,Qwen3-1.7B,13,2.6860078601996897,3.7530291774194744,
GABS scale,Qwen3-1.7B,14,3.461483416938504,3.942661501184191,
GABS scale,Qwen3-1.7B,15,3.2518596192138904,3.942429387476819,
GABS scale,Qwen3-1.7B,16,3.576670053016318,4.0,
GABS scale,Qwen3-14B,1,1.4947964511408767,1.0,
GABS scale,Qwen3-14B,2,3.251903318838528,2.0,
GABS scale,Qwen3-14B,3,3.466360137494192,2.80762239592951,
GABS scale,Qwen3-14B,4,3.4723531429152072,3.4900192106533967,
GABS scale,Qwen3-14B,5,2.733354890670044,2.205577731606523,
GABS scale,Qwen3-14B,6,2.4612833193148016,2.027653724057457,
GABS scale,Qwen3-14B,7,2.7945386869399447,2.4078265588755863,
GABS scale,Qwen3-14B,8,3.2589806399204986,2.9209051269888424,
GABS scale,Qwen3-14B,9,3.5278520386482155,3.819319248778184,
GABS scale,Qwen3-14B,10,3.4555613342369136,3.9817307860049187,
GABS scale,Qwen3-14B,11,2.357797106068772,2.794969690543088,
GABS scale,Qwen3-14B,12,3.7335535250273844,3.992092986934901,
GABS scale,Qwen3-14B,13,2.678477522741412,3.102794093215067,
GABS scale,Qwen3-14B,14,3.517348691693154,3.9838972418261402,
GABS scale,Qwen3-14B,15,3.151940530560078,3.493156118501615,
GABS scale,Qwen3-14B,16,3.5987313646422017,3.773128546602933,
GABS scale,Qwen3-30B-A3B-Instruct-2507,1,1.459103097980103,1.0,
GABS scale,Qwen3-30B-A3B-Instruct-2507,2,3.1007551590992612,3.109404229785013,
GABS scale,Qwen3-30B-A3B-Instruct-2507,3,3.5789397149368143,3.611843842057857,
GABS scale,Qwen3-30B-A3B-Instruct-2507,4,3.4746558701348347,3.9032658170415333,
GABS scale,Qwen3-30B-A3B-Instruct-2507,5,2.9394624953832316,3.6838130498198027,
GABS scale,Qwen3-30B-A3B-Instruct-2507,6,2.6064181152753374,2.956622248049042,
GABS scale,Qwen3-30B-A3B-Instruct-2507,7,2.979960572433828,3.610544779003768,
GABS scale,Qwen3-30B-A3B-Instruct-2507,8,3.348066065698358,3.8839231467338973,
GABS scale,Qwen3-30B-A3B-Instruct-2507,9,3.44372173859121,3.8477878721514713,
GABS scale,Qwen3-30B-A3B-Instruct-2507,10,3.340402890583642,3.974323293288619,
GABS scale,Qwen3-30B-A3B-Instruct-2507,11,2.286957569136002,2.371447567298061,
GABS scale,Qwen3-30B-A3B-Instruct-2507,12,3.6920962508360273,4.0,
GABS scale,Qwen3-30B-A3B-Instruct-2507,13,2.5744697883499614,2.676987563614278,
GABS scale,Qwen3-30B-A3B-Instruct-2507,14,3.4892922476775765,4.0,
GABS scale,Qwen3-30B-A3B-Instruct-2507,15,3.211840610739309,3.9020877787536206,
GABS scale,Qwen3-30B-A3B-Instruct-2507,16,3.615922995705391,3.9691335075867715,
GABS scale,Qwen3-32B,1,1.4945221395288897,1.0,
GABS scale,Qwen3-32B,2,2.869123302117023,2.0,
GABS scale,Qwen3-32B,3,3.42705308039545,2.7687055547422132,
GABS scale,Qwen3-32B,4,3.3681112383093663,3.511940544039264,
GABS scale,Qwen3-32B,5,3.1728447312344654,3.8555858530881353,
GABS scale,Qwen3-32B,6,2.874509118193686,3.389164884686302,
